node1	node2	node1_string_id	node2_string_id	weight1	weight2
RPS2	YBX1	9606.ENSP00000341885	9606.ENSP00000361626	0.407	0.407
RSL1D1	YBX1	9606.ENSP00000460871	9606.ENSP00000361626	0.407	0.407
EEF1A1	PELO	9606.ENSP00000339063	9606.ENSP00000274311	0.408	0.408
EEF1A2	PELO	9606.ENSP00000217182	9606.ENSP00000274311	0.408	0.408
PA2G4	RRS1	9606.ENSP00000302886	9606.ENSP00000322396	0.408	0.408
PRPF8	RBM39	9606.ENSP00000460348	9606.ENSP00000253363	0.408	0.408
PSMA4	VCP	9606.ENSP00000044462	9606.ENSP00000351777	0.408	0.408
SF3B3	SMC1A	9606.ENSP00000305790	9606.ENSP00000323421	0.408	0.408
CCT3	PSMA2	9606.ENSP00000295688	9606.ENSP00000223321	0.409	0.408
CDC5L	KDM1A	9606.ENSP00000360532	9606.ENSP00000383042	0.409	0.408
CSE1L	WDR5	9606.ENSP00000262982	9606.ENSP00000351446	0.409	0.408
DDX17	SFPQ	9606.ENSP00000380033	9606.ENSP00000349748	0.409	0.408
DDX24	TBL3	9606.ENSP00000481495	9606.ENSP00000454836	0.409	0.408
DDX5	ZFR	9606.ENSP00000225792	9606.ENSP00000265069	0.409	0.408
EEF1A1	PSMA2	9606.ENSP00000339063	9606.ENSP00000223321	0.409	0.408
G3BP2	RPS8	9606.ENSP00000352738	9606.ENSP00000379888	0.409	0.408
GRWD1	VCP	9606.ENSP00000253237	9606.ENSP00000351777	0.409	0.408
HNRNPH1	TCERG1	9606.ENSP00000349168	9606.ENSP00000296702	0.409	0.408
HSP90AB1	PSMA2	9606.ENSP00000360609	9606.ENSP00000223321	0.409	0.408
HSPA1B	TCERG1	9606.ENSP00000364801	9606.ENSP00000296702	0.409	0.408
HSPA5	TCERG1	9606.ENSP00000324173	9606.ENSP00000296702	0.409	0.408
HSPA8	PSMA2	9606.ENSP00000437125	9606.ENSP00000223321	0.409	0.408
HSPA8	TCERG1	9606.ENSP00000437125	9606.ENSP00000296702	0.409	0.408
IQGAP1	VCP	9606.ENSP00000268182	9606.ENSP00000351777	0.409	0.408
PABPC1	PCBP1	9606.ENSP00000313007	9606.ENSP00000305556	0.409	0.408
PCBP1	TCERG1	9606.ENSP00000305556	9606.ENSP00000296702	0.409	0.408
PNN	RBM22	9606.ENSP00000216832	9606.ENSP00000199814	0.409	0.408
PSMA2	USP7	9606.ENSP00000223321	9606.ENSP00000343535	0.409	0.408
PSMA3	USP7	9606.ENSP00000216455	9606.ENSP00000343535	0.409	0.408
PSMA5	USP7	9606.ENSP00000271308	9606.ENSP00000343535	0.409	0.408
PSMB4	USP7	9606.ENSP00000290541	9606.ENSP00000343535	0.409	0.408
PSMB5	USP7	9606.ENSP00000355325	9606.ENSP00000343535	0.409	0.408
RANGAP1	SEH1L	9606.ENSP00000401470	9606.ENSP00000382779	0.409	0.408
RBM39	SF3B2	9606.ENSP00000253363	9606.ENSP00000318861	0.409	0.408
AIFM1	SYNCRIP	9606.ENSP00000287295	9606.ENSP00000358635	0.41	0.41
GTPBP4	NLE1	9606.ENSP00000354040	9606.ENSP00000413572	0.41	0.41
HEATR1	PSMA2	9606.ENSP00000355541	9606.ENSP00000223321	0.41	0.41
HP1BP3	RSL1D1	9606.ENSP00000403039	9606.ENSP00000460871	0.41	0.41
DDX18	RPL26	9606.ENSP00000263239	9606.ENSP00000463784	0.411	0.41
GRSF1	NDUFS3	9606.ENSP00000254799	9606.ENSP00000263774	0.411	0.41
MRPL2	RPL17	9606.ENSP00000373404	9606.ENSP00000463842	0.411	0.411
RBM39	RPS4X	9606.ENSP00000253363	9606.ENSP00000362744	0.411	0.41
BCLAF1	FXR1	9606.ENSP00000435210	9606.ENSP00000350170	0.412	0.412
DDX24	ZC3HAV1	9606.ENSP00000481495	9606.ENSP00000242351	0.412	0.412
MCM4	SF3A1	9606.ENSP00000262105	9606.ENSP00000215793	0.412	0.412
RPS3A	USP10	9606.ENSP00000346050	9606.ENSP00000457411	0.412	0.412
SND1	USP10	9606.ENSP00000346762	9606.ENSP00000457411	0.412	0.412
MYBBP1A	RSL1D1	9606.ENSP00000370968	9606.ENSP00000460871	0.413	0.412
RBM39	RPS8	9606.ENSP00000253363	9606.ENSP00000379888	0.413	0.412
LARP1	SERBP1	9606.ENSP00000336721	9606.ENSP00000360034	0.414	0.414
NT5E	RHOG	9606.ENSP00000257770	9606.ENSP00000339467	0.414	0.414
BUB3	CCT5	9606.ENSP00000357858	9606.ENSP00000280326	0.415	0.414
DCAF13	IFI16	9606.ENSP00000297579	9606.ENSP00000357113	0.415	0.414
EXOSC4	NOL6	9606.ENSP00000315476	9606.ENSP00000297990	0.416	0.416
NOP58	POLR1E	9606.ENSP00000264279	9606.ENSP00000367029	0.416	0.416
PRPF8	TOP1	9606.ENSP00000460348	9606.ENSP00000354522	0.416	0.416
RPS8	YBX1	9606.ENSP00000379888	9606.ENSP00000361626	0.416	0.416
EPRS	RPS16	9606.ENSP00000355890	9606.ENSP00000367806	0.417	0.417
HP1BP3	IPO7	9606.ENSP00000403039	9606.ENSP00000369042	0.418	0.418
ABCE1	PELO	9606.ENSP00000296577	9606.ENSP00000274311	0.419	0.418
G3BP1	ZC3HAV1	9606.ENSP00000377681	9606.ENSP00000242351	0.419	0.418
PELO	SMARCA4	9606.ENSP00000274311	9606.ENSP00000343896	0.419	0.418
RPS3A	RRS1	9606.ENSP00000346050	9606.ENSP00000322396	0.419	0.418
ACTN1	ANLN	9606.ENSP00000377941	9606.ENSP00000265748	0.42	0.42
ACTR2	ANLN	9606.ENSP00000367220	9606.ENSP00000265748	0.42	0.42
AGO2	FXR1	9606.ENSP00000220592	9606.ENSP00000350170	0.42	0.42
ANLN	PPP1CA	9606.ENSP00000265748	9606.ENSP00000326031	0.42	0.42
ARID1A	EWSR1	9606.ENSP00000320485	9606.ENSP00000400142	0.42	0.42
ATRX	BLM	9606.ENSP00000362441	9606.ENSP00000347232	0.42	0.42
BUB3	USP7	9606.ENSP00000357858	9606.ENSP00000343535	0.42	0.42
CDC42	EPHA2	9606.ENSP00000497733	9606.ENSP00000351209	0.42	0.42
COIL	PRPF3	9606.ENSP00000240316	9606.ENSP00000315379	0.42	0.42
DDRGK1	EMD	9606.ENSP00000346483	9606.ENSP00000358857	0.42	0.42
DDX18	TBL3	9606.ENSP00000263239	9606.ENSP00000454836	0.42	0.42
DDX24	RPF2	9606.ENSP00000481495	9606.ENSP00000402338	0.42	0.42
DDX3X	RPS3	9606.ENSP00000494040	9606.ENSP00000278572	0.42	0.42
DNAJA1	TUBB	9606.ENSP00000369127	9606.ENSP00000339001	0.42	0.42
EFTUD2	RPS17	9606.ENSP00000392094	9606.ENSP00000498019	0.42	0.42
EWSR1	SMARCC1	9606.ENSP00000400142	9606.ENSP00000254480	0.42	0.42
G3BP1	RPS11	9606.ENSP00000377681	9606.ENSP00000270625	0.42	0.42
G3BP1	NUP214	9606.ENSP00000377681	9606.ENSP00000352400	0.42	0.42
G3BP1	NUP62	9606.ENSP00000377681	9606.ENSP00000471191	0.42	0.42
G3BP2	WDR36	9606.ENSP00000352738	9606.ENSP00000423067	0.42	0.42
GEMIN5	SNRPB2	9606.ENSP00000285873	9606.ENSP00000246071	0.42	0.42
HSPA4	VCP	9606.ENSP00000302961	9606.ENSP00000351777	0.42	0.42
IK	TOP1	9606.ENSP00000396301	9606.ENSP00000354522	0.42	0.42
MCM4	USP7	9606.ENSP00000262105	9606.ENSP00000343535	0.42	0.42
MCM5	SF3A1	9606.ENSP00000216122	9606.ENSP00000215793	0.42	0.42
MYO1B	PPP1CC	9606.ENSP00000376132	9606.ENSP00000341779	0.42	0.42
NUP107	SMPD4	9606.ENSP00000229179	9606.ENSP00000386531	0.42	0.42
NUP153	NUP210	9606.ENSP00000444029	9606.ENSP00000254508	0.42	0.42
NUP153	NUP88	9606.ENSP00000444029	9606.ENSP00000458954	0.42	0.42
PCBP1	SRSF3	9606.ENSP00000305556	9606.ENSP00000362820	0.42	0.42
PPP1CC	TOX4	9606.ENSP00000341779	9606.ENSP00000477868	0.42	0.42
RAE1	USP7	9606.ENSP00000379181	9606.ENSP00000343535	0.42	0.42
RBM39	SF3B3	9606.ENSP00000253363	9606.ENSP00000305790	0.42	0.42
RBM4	RSL1D1	9606.ENSP00000386894	9606.ENSP00000460871	0.42	0.42
RPS2	TPT1	9606.ENSP00000341885	9606.ENSP00000477781	0.42	0.42
SF3B2	SUGP1	9606.ENSP00000318861	9606.ENSP00000247001	0.42	0.42
SMARCA1	SMARCA4	9606.ENSP00000360162	9606.ENSP00000343896	0.42	0.42
VIRMA	YWHAB	9606.ENSP00000297591	9606.ENSP00000361930	0.42	0.42
ACSL3	TMPO	9606.ENSP00000350012	9606.ENSP00000266732	0.421	0.42
ACTB	HSPA8	9606.ENSP00000494750	9606.ENSP00000437125	0.421	0.42
AGO2	ZC3HAV1	9606.ENSP00000220592	9606.ENSP00000242351	0.421	0.42
AHNAK	EEF1B2	9606.ENSP00000367263	9606.ENSP00000376055	0.421	0.42
ANLN	SEPT9	9606.ENSP00000265748	9606.ENSP00000391249	0.421	0.42
ANLN	MDC1	9606.ENSP00000265748	9606.ENSP00000365588	0.421	0.42
ANLN	FLII	9606.ENSP00000265748	9606.ENSP00000324573	0.421	0.42
AQR	ZC3H18	9606.ENSP00000156471	9606.ENSP00000416951	0.421	0.42
AQR	RBM39	9606.ENSP00000156471	9606.ENSP00000253363	0.421	0.42
CCNT1	CTR9	9606.ENSP00000261900	9606.ENSP00000355013	0.421	0.42
CCT5	THOC3	9606.ENSP00000280326	9606.ENSP00000265097	0.421	0.42
CCT8	CDK9	9606.ENSP00000286788	9606.ENSP00000362361	0.421	0.42
CDC73	CDK9	9606.ENSP00000356405	9606.ENSP00000362361	0.421	0.42
CDK9	DDX5	9606.ENSP00000362361	9606.ENSP00000225792	0.421	0.42
CDK9	SYNCRIP	9606.ENSP00000362361	9606.ENSP00000358635	0.421	0.42
CDK9	CSNK2B	9606.ENSP00000362361	9606.ENSP00000365042	0.421	0.42
CDK9	CKAP5	9606.ENSP00000362361	9606.ENSP00000432768	0.421	0.42
CEBPZ	NOLC1	9606.ENSP00000234170	9606.ENSP00000385410	0.421	0.42
CEBPZ	WDR46	9606.ENSP00000234170	9606.ENSP00000363746	0.421	0.42
CSNK2B	LYN	9606.ENSP00000365042	9606.ENSP00000428924	0.421	0.42
CTDSPL2	KPNB1	9606.ENSP00000260327	9606.ENSP00000290158	0.421	0.42
DAP3	RBM39	9606.ENSP00000357320	9606.ENSP00000253363	0.421	0.42
DARS2	KARS	9606.ENSP00000497569	9606.ENSP00000325448	0.421	0.42
DDB1	SUPT16H	9606.ENSP00000301764	9606.ENSP00000216297	0.421	0.42
DDX24	NOC2L	9606.ENSP00000481495	9606.ENSP00000317992	0.421	0.421
DDX31	DKC1	9606.ENSP00000361232	9606.ENSP00000358563	0.421	0.42
DDX5	HNRNPDL	9606.ENSP00000225792	9606.ENSP00000483254	0.421	0.42
EEF1A1	PKM	9606.ENSP00000339063	9606.ENSP00000320171	0.421	0.42
EGFR	EMD	9606.ENSP00000275493	9606.ENSP00000358857	0.421	0.42
EIF4A3	THOC1	9606.ENSP00000497641	9606.ENSP00000261600	0.421	0.42
EIF4A3	LBR	9606.ENSP00000497641	9606.ENSP00000339883	0.421	0.42
EIF4G1	SF3B3	9606.ENSP00000416255	9606.ENSP00000305790	0.421	0.42
EXOSC4	PWP2	9606.ENSP00000315476	9606.ENSP00000291576	0.421	0.421
FUBP1	PCBP1	9606.ENSP00000359804	9606.ENSP00000305556	0.421	0.42
FXR1	USP10	9606.ENSP00000350170	9606.ENSP00000457411	0.421	0.42
FYTTD1	THOC1	9606.ENSP00000241502	9606.ENSP00000261600	0.421	0.42
HNRNPH1	HNRNPUL2	9606.ENSP00000349168	9606.ENSP00000301785	0.421	0.42
HNRNPH1	SFPQ	9606.ENSP00000349168	9606.ENSP00000349748	0.421	0.42
HNRNPH1	PRMT1	9606.ENSP00000349168	9606.ENSP00000406162	0.421	0.42
HNRNPH1	KHSRP	9606.ENSP00000349168	9606.ENSP00000381216	0.421	0.42
HNRNPL	TOP1	9606.ENSP00000221419	9606.ENSP00000354522	0.421	0.42
HNRNPL	HNRNPUL2	9606.ENSP00000221419	9606.ENSP00000301785	0.421	0.42
HSPA5	PSMA2	9606.ENSP00000324173	9606.ENSP00000223321	0.421	0.42
LAS1L	NES	9606.ENSP00000363944	9606.ENSP00000357206	0.421	0.42
MCM3	NUP88	9606.ENSP00000480987	9606.ENSP00000458954	0.421	0.42
MCM3	NUP62	9606.ENSP00000480987	9606.ENSP00000471191	0.421	0.42
MCM5	SF3A3	9606.ENSP00000216122	9606.ENSP00000362110	0.421	0.42
MDC1	NUDT21	9606.ENSP00000365588	9606.ENSP00000300291	0.421	0.42
MDC1	TPX2	9606.ENSP00000365588	9606.ENSP00000300403	0.421	0.42
MDC1	RBM10	9606.ENSP00000365588	9606.ENSP00000328848	0.421	0.42
MDC1	SMARCB1	9606.ENSP00000365588	9606.ENSP00000340883	0.421	0.42
MDC1	SFPQ	9606.ENSP00000365588	9606.ENSP00000349748	0.421	0.42
MDC1	TOP1	9606.ENSP00000365588	9606.ENSP00000354522	0.421	0.42
MDC1	OGT	9606.ENSP00000365588	9606.ENSP00000362824	0.421	0.42
MRPS27	RBM39	9606.ENSP00000426941	9606.ENSP00000253363	0.421	0.42
MRPS27	YBX1	9606.ENSP00000426941	9606.ENSP00000361626	0.421	0.42
NOC3L	NOP58	9606.ENSP00000360412	9606.ENSP00000264279	0.421	0.421
NUDT21	PRP4K	9606.ENSP00000300291	9606.ENSP00000337194	0.421	0.42
NUMA1	NUP98	9606.ENSP00000377298	9606.ENSP00000316032	0.421	0.42
NUMA1	RAE1	9606.ENSP00000377298	9606.ENSP00000379181	0.421	0.42
NUP153	SMPD4	9606.ENSP00000444029	9606.ENSP00000386531	0.421	0.42
OASL	RPS6	9606.ENSP00000257570	9606.ENSP00000369757	0.421	0.421
PABPC1	TPT1	9606.ENSP00000313007	9606.ENSP00000477781	0.421	0.42
PABPC1	RUVBL1	9606.ENSP00000313007	9606.ENSP00000318297	0.421	0.42
POLR2B	RBM39	9606.ENSP00000370625	9606.ENSP00000253363	0.421	0.42
PRPF3	XAB2	9606.ENSP00000315379	9606.ENSP00000351137	0.421	0.42
PRPF40A	ZC3H18	9606.ENSP00000386458	9606.ENSP00000416951	0.421	0.42
RACK1	TPT1	9606.ENSP00000426909	9606.ENSP00000477781	0.421	0.42
RBM27	ZC3H11A	9606.ENSP00000265271	9606.ENSP00000491830	0.421	0.42
RBM39	SF3A1	9606.ENSP00000253363	9606.ENSP00000215793	0.421	0.42
RBM39	SNRPB2	9606.ENSP00000253363	9606.ENSP00000246071	0.421	0.42
RBM39	RRP12	9606.ENSP00000253363	9606.ENSP00000446184	0.421	0.42
RBM39	XAB2	9606.ENSP00000253363	9606.ENSP00000351137	0.421	0.42
RBM39	RPS2	9606.ENSP00000253363	9606.ENSP00000341885	0.421	0.42
RPS4X	TPT1	9606.ENSP00000362744	9606.ENSP00000477781	0.421	0.42
RPSA	SF3B1	9606.ENSP00000389351	9606.ENSP00000335321	0.421	0.42
RPSA	YBX1	9606.ENSP00000389351	9606.ENSP00000361626	0.421	0.421
SF3B1	ZC3H18	9606.ENSP00000335321	9606.ENSP00000416951	0.421	0.42
SFPQ	SMARCC1	9606.ENSP00000349748	9606.ENSP00000254480	0.421	0.42
SMARCB1	YME1L1	9606.ENSP00000340883	9606.ENSP00000318480	0.421	0.42
STAT3	ZNF281	9606.ENSP00000264657	9606.ENSP00000294740	0.421	0.42
VIRMA	YWHAQ	9606.ENSP00000297591	9606.ENSP00000371267	0.421	0.42
YBX1	ZFR	9606.ENSP00000361626	9606.ENSP00000265069	0.421	0.42
ACACA	CSNK1A1	9606.ENSP00000483300	9606.ENSP00000261798	0.422	0.422
ACTR2	GPRC5A	9606.ENSP00000367220	9606.ENSP00000014914	0.422	0.422
ADAR	RBM39	9606.ENSP00000357459	9606.ENSP00000253363	0.422	0.422
ADRM1	RPN2	9606.ENSP00000478877	9606.ENSP00000237530	0.422	0.422
ADRM1	RPN1	9606.ENSP00000478877	9606.ENSP00000296255	0.422	0.422
ADRM1	SNRNP200	9606.ENSP00000478877	9606.ENSP00000317123	0.422	0.422
ANLN	SEPT7	9606.ENSP00000265748	9606.ENSP00000413507	0.422	0.422
BCLAF1	RBM39	9606.ENSP00000435210	9606.ENSP00000253363	0.422	0.422
BCLAF1	THOC1	9606.ENSP00000435210	9606.ENSP00000261600	0.422	0.422
BCLAF1	THOC6	9606.ENSP00000435210	9606.ENSP00000326531	0.422	0.422
BCLAF1	ZC3H11A	9606.ENSP00000435210	9606.ENSP00000491830	0.422	0.422
CAPRIN1	RPS6	9606.ENSP00000340329	9606.ENSP00000369757	0.422	0.422
CDC40	RBM39	9606.ENSP00000357928	9606.ENSP00000253363	0.422	0.422
CDC40	ZC3H18	9606.ENSP00000357928	9606.ENSP00000416951	0.422	0.422
CDK9	CSNK2A1	9606.ENSP00000362361	9606.ENSP00000217244	0.422	0.422
COIL	G3BP2	9606.ENSP00000240316	9606.ENSP00000352738	0.422	0.422
CPSF1	FUS	9606.ENSP00000484669	9606.ENSP00000254108	0.422	0.422
CPSF1	WDR82	9606.ENSP00000484669	9606.ENSP00000296490	0.422	0.422
CPSF1	RBM14	9606.ENSP00000484669	9606.ENSP00000311747	0.422	0.422
CPSF2	WDR82	9606.ENSP00000298875	9606.ENSP00000296490	0.422	0.422
CPSF3	WDR82	9606.ENSP00000238112	9606.ENSP00000296490	0.422	0.422
CSNK2A2	HSP90AA1	9606.ENSP00000262506	9606.ENSP00000335153	0.422	0.422
CTNNB1	HSP90AB1	9606.ENSP00000495360	9606.ENSP00000360609	0.422	0.422
DDX17	TOP1	9606.ENSP00000380033	9606.ENSP00000354522	0.422	0.422
DDX17	EWSR1	9606.ENSP00000380033	9606.ENSP00000400142	0.422	0.422
DDX42	RBM39	9606.ENSP00000464050	9606.ENSP00000253363	0.422	0.422
DDX5	RBM39	9606.ENSP00000225792	9606.ENSP00000253363	0.422	0.422
DHX15	RBM39	9606.ENSP00000336741	9606.ENSP00000253363	0.422	0.422
DHX30	RBM39	9606.ENSP00000405620	9606.ENSP00000253363	0.422	0.422
DHX30	FUS	9606.ENSP00000405620	9606.ENSP00000254108	0.422	0.422
DKC1	RSL1D1	9606.ENSP00000358563	9606.ENSP00000460871	0.422	0.422
DRG1	SLC25A1	9606.ENSP00000329715	9606.ENSP00000215882	0.422	0.422
EGFR	HCFC1	9606.ENSP00000275493	9606.ENSP00000309555	0.422	0.422
EHMT1	HDAC2	9606.ENSP00000417980	9606.ENSP00000430432	0.422	0.422
EIF3A	G3BP1	9606.ENSP00000358140	9606.ENSP00000377681	0.422	0.422
EIF3L	G3BP1	9606.ENSP00000499067	9606.ENSP00000377681	0.422	0.422
FYTTD1	RBM39	9606.ENSP00000241502	9606.ENSP00000253363	0.422	0.422
G3BP1	RPS23	9606.ENSP00000377681	9606.ENSP00000296674	0.422	0.422
G3BP1	RPS9	9606.ENSP00000377681	9606.ENSP00000375632	0.422	0.422
G3BP1	RPS18	9606.ENSP00000377681	9606.ENSP00000393241	0.422	0.422
G3BP1	RPL27	9606.ENSP00000377681	9606.ENSP00000464813	0.422	0.422
G3BP1	RPL17	9606.ENSP00000377681	9606.ENSP00000463842	0.422	0.422
G3BP1	RPS17	9606.ENSP00000377681	9606.ENSP00000498019	0.422	0.422
G3BP1	RPS8	9606.ENSP00000377681	9606.ENSP00000379888	0.422	0.422
G3BP2	RPL15	9606.ENSP00000352738	9606.ENSP00000309334	0.422	0.422
G3BP2	RPS6	9606.ENSP00000352738	9606.ENSP00000369757	0.422	0.422
G3BP2	GTPBP4	9606.ENSP00000352738	9606.ENSP00000354040	0.422	0.422
G3BP2	RPS13	9606.ENSP00000352738	9606.ENSP00000435777	0.422	0.422
G3BP2	RPS17	9606.ENSP00000352738	9606.ENSP00000498019	0.422	0.422
G3BP2	RPL27	9606.ENSP00000352738	9606.ENSP00000464813	0.422	0.422
G3BP2	RPS9	9606.ENSP00000352738	9606.ENSP00000375632	0.422	0.422
HDAC2	WIZ	9606.ENSP00000430432	9606.ENSP00000469534	0.422	0.422
HNRNPA3	RBM39	9606.ENSP00000376309	9606.ENSP00000253363	0.422	0.422
HNRNPA3	TOP1	9606.ENSP00000376309	9606.ENSP00000354522	0.422	0.422
HNRNPDL	RBM39	9606.ENSP00000483254	9606.ENSP00000253363	0.422	0.422
HNRNPUL2	RBM39	9606.ENSP00000301785	9606.ENSP00000253363	0.422	0.422
IMPDH2	PCID2	9606.ENSP00000321584	9606.ENSP00000479494	0.422	0.422
KPNA6	NOP56	9606.ENSP00000362728	9606.ENSP00000370589	0.422	0.422
KPNB1	NUP210	9606.ENSP00000290158	9606.ENSP00000254508	0.422	0.422
KPNB1	NUMA1	9606.ENSP00000290158	9606.ENSP00000377298	0.422	0.422
LARP1	RBM39	9606.ENSP00000336721	9606.ENSP00000253363	0.422	0.422
LDHA	PKM	9606.ENSP00000445175	9606.ENSP00000320171	0.422	0.422
MFAP1	RBM39	9606.ENSP00000267812	9606.ENSP00000253363	0.422	0.422
MRPL46	SLC25A5	9606.ENSP00000312311	9606.ENSP00000360671	0.422	0.422
NAP1L1	RBM39	9606.ENSP00000477538	9606.ENSP00000253363	0.422	0.422
