node1	node2	node1_string_id	node2_string_id	weight	weight2
DDX1	MRE11A	9606.ENSP00000370745	9606.ENSP00000325863	0.425	0.424
DHX9	MRE11A	9606.ENSP00000356520	9606.ENSP00000325863	0.219	0.219
EXD2	MRE11A	9606.ENSP00000313140	9606.ENSP00000325863	0.292	0.292
FEN1	MRE11A	9606.ENSP00000305480	9606.ENSP00000325863	0.355	0.355
FLII	MRE11A	9606.ENSP00000324573	9606.ENSP00000325863	0.173	0.172
H2AX	MRE11A	9606.ENSP00000434024	9606.ENSP00000325863	0.457	0.457
MDC1	MRE11A	9606.ENSP00000365588	9606.ENSP00000325863	0.587	0.587
MRE11A	MSH2	9606.ENSP00000325863	9606.ENSP00000233146	0.287	0.286
MRE11A	TRIM28	9606.ENSP00000325863	9606.ENSP00000253024	0.292	0.292
MRE11A	SMARCC1	9606.ENSP00000325863	9606.ENSP00000254480	0.225	0.224
MRE11A	RPA1	9606.ENSP00000325863	9606.ENSP00000254719	0.618	0.618
MRE11A	XRCC1	9606.ENSP00000325863	9606.ENSP00000262887	0.292	0.292
MRE11A	NBN	9606.ENSP00000325863	9606.ENSP00000265433	0.967	0.967
MRE11A	UBAP2L	9606.ENSP00000325863	9606.ENSP00000389445	0.158	0.157
MRE11A	VCP	9606.ENSP00000325863	9606.ENSP00000351777	0.292	0.292
MRE11A	XRCC6	9606.ENSP00000325863	9606.ENSP00000352257	0.442	0.442
MRE11A	PARP1	9606.ENSP00000325863	9606.ENSP00000355759	0.292	0.292
MRE11A	TP53BP1	9606.ENSP00000325863	9606.ENSP00000371475	0.33	0.329
APEX1	XRCC5	9606.ENSP00000216714	9606.ENSP00000375978	0.292	0.292
CHD1L	XRCC5	9606.ENSP00000358262	9606.ENSP00000375978	0.457	0.457
DHX9	XRCC5	9606.ENSP00000356520	9606.ENSP00000375978	0.457	0.457
DYNC1I2	XRCC5	9606.ENSP00000380308	9606.ENSP00000375978	0.162	0.161
EGFR	XRCC5	9606.ENSP00000275493	9606.ENSP00000375978	0.164	0.163
H2AX	XRCC5	9606.ENSP00000434024	9606.ENSP00000375978	0.457	0.457
H3-3B	XRCC5	9606.ENSP00000352252	9606.ENSP00000375978	0.369	0.369
IFI16	XRCC5	9606.ENSP00000357113	9606.ENSP00000375978	0.3	0.3
MDC1	XRCC5	9606.ENSP00000365588	9606.ENSP00000375978	0.292	0.292
NBN	XRCC5	9606.ENSP00000265433	9606.ENSP00000375978	0.184	0.183
PARP1	XRCC5	9606.ENSP00000355759	9606.ENSP00000375978	0.459	0.459
PCNA	XRCC5	9606.ENSP00000368458	9606.ENSP00000375978	0.605	0.605
PNKP	XRCC5	9606.ENSP00000323511	9606.ENSP00000375978	0.292	0.292
PRKDC	XRCC5	9606.ENSP00000313420	9606.ENSP00000375978	0.96	0.96
PTBP3	XRCC5	9606.ENSP00000414921	9606.ENSP00000375978	0.292	0.292
RECQL	XRCC5	9606.ENSP00000416739	9606.ENSP00000375978	0.292	0.292
RUVBL2	XRCC5	9606.ENSP00000473172	9606.ENSP00000375978	0.183	0.183
SMARCA5	XRCC5	9606.ENSP00000283131	9606.ENSP00000375978	0.292	0.292
SSRP1	XRCC5	9606.ENSP00000278412	9606.ENSP00000375978	0.422	0.422
TOP1	XRCC5	9606.ENSP00000354522	9606.ENSP00000375978	0.457	0.457
TRIM28	XRCC5	9606.ENSP00000253024	9606.ENSP00000375978	0.292	0.292
XRCC5	XRCC6	9606.ENSP00000375978	9606.ENSP00000352257	0.967	0.967
XRCC5	YBX1	9606.ENSP00000375978	9606.ENSP00000361626	0.292	0.292
ACTB	EGFR	9606.ENSP00000494750	9606.ENSP00000275493	0.402	0.402
GSK3B	YBX1	9606.ENSP00000324806	9606.ENSP00000361626	0.404	0.404
H3-3B	MCM6	9606.ENSP00000352252	9606.ENSP00000264156	0.404	0.404
RNPS1	U2AF2	9606.ENSP00000457723	9606.ENSP00000307863	0.404	0.404
H3-3B	MCM7	9606.ENSP00000352252	9606.ENSP00000307288	0.405	0.404
EEF1A1	PSMA2	9606.ENSP00000339063	9606.ENSP00000223321	0.409	0.408
HSPA1B	TCERG1	9606.ENSP00000364801	9606.ENSP00000296702	0.409	0.408
H3-3B	XRCC6	9606.ENSP00000352252	9606.ENSP00000352257	0.411	0.41
DCAF13	IFI16	9606.ENSP00000297579	9606.ENSP00000357113	0.415	0.414
DDX3X	RPS3	9606.ENSP00000494040	9606.ENSP00000278572	0.42	0.42
H2AX	MCM6	9606.ENSP00000434024	9606.ENSP00000264156	0.421	0.42
MDC1	SMARCB1	9606.ENSP00000365588	9606.ENSP00000340883	0.421	0.42
MDC1	SFPQ	9606.ENSP00000365588	9606.ENSP00000349748	0.421	0.42
MDC1	TOP1	9606.ENSP00000365588	9606.ENSP00000354522	0.421	0.42
MDC1	OGT	9606.ENSP00000365588	9606.ENSP00000362824	0.421	0.42
MDC1	RNMT	9606.ENSP00000365588	9606.ENSP00000466111	0.421	0.42
MRPS27	YBX1	9606.ENSP00000426941	9606.ENSP00000361626	0.421	0.42
OGT	TP53BP1	9606.ENSP00000362824	9606.ENSP00000371475	0.421	0.42
RNMT	TP53BP1	9606.ENSP00000466111	9606.ENSP00000371475	0.421	0.42
RPSA	YBX1	9606.ENSP00000389351	9606.ENSP00000361626	0.421	0.421
SFPQ	SMARCC1	9606.ENSP00000349748	9606.ENSP00000254480	0.421	0.42
SFPQ	TP53BP1	9606.ENSP00000349748	9606.ENSP00000371475	0.421	0.42
SMARCB1	TP53BP1	9606.ENSP00000340883	9606.ENSP00000371475	0.421	0.42
TOP1	TP53BP1	9606.ENSP00000354522	9606.ENSP00000371475	0.421	0.42
SSRP1	XRCC5	9606.ENSP00000278412	9606.ENSP00000375978	0.422	0.422
ACTB	CBX5	9606.ENSP00000494750	9606.ENSP00000209875	0.422	0.422
ACTR2	GPRC5A	9606.ENSP00000367220	9606.ENSP00000014914	0.422	0.422
ACTR2	BASP1	9606.ENSP00000367220	9606.ENSP00000319281	0.422	0.422
PARP1	RECQL	9606.ENSP00000355759	9606.ENSP00000416739	0.422	0.422
PCNA	TOP1	9606.ENSP00000368458	9606.ENSP00000354522	0.422	0.422
PNKP	SSRP1	9606.ENSP00000323511	9606.ENSP00000278412	0.422	0.422
PSMD14	TOP1	9606.ENSP00000386541	9606.ENSP00000354522	0.422	0.422
